,question_id,answer_id,a_score_rel_q_score,answer_score,reputation,reply_by_author,len_answer_text,is_accepted
0,22528,22594,-6,5,17497.0,False,628,False
1,22528,22587,2,13,17787.0,False,699,True
2,22528,22578,-11,0,21216.0,False,338,False
3,22528,22551,-10,1,480242.0,False,422,False
4,22528,22537,-11,0,10583.0,False,318,False
5,22528,22532,-10,1,107303.0,False,331,False
6,24579,21566004,-18,0,951.0,False,128,False
7,24579,21009340,-18,0,5050.0,False,370,False
8,24579,19112065,-18,0,341.0,False,750,False
9,24579,3331076,-9,9,856.0,False,331,False
10,24579,2663035,-12,6,10015.0,False,1190,False
11,24579,642202,-17,1,,False,242,False
12,24579,641621,-15,3,19119.0,False,137,False
13,24579,348596,-9,9,8238.0,False,460,False
14,24579,28528,-16,2,35562.0,False,84,False
15,24579,24635,-14,4,22870.0,False,236,False
16,24579,24619,-12,6,11068.0,False,178,False
17,24579,24607,6,24,1515.0,False,332,True
18,24580,41894511,-53,-1,105.0,False,337,False
19,24580,24591,-48,4,817.0,False,193,False
20,24580,27001741,-48,4,1595.0,False,1345,False
21,24580,32827,-50,2,40259.0,False,402,False
22,24580,24583,-48,4,18030.0,False,499,False
23,24580,24581,-49,3,25411.0,False,141,False
24,24580,16248370,-50,2,660.0,False,70,False
25,24580,873153,-50,2,10600.0,False,366,False
26,24580,34063,-20,32,53413.0,False,30,True
27,24580,24601,-51,1,13260.0,True,671,False
28,24580,24584,-22,30,159468.0,False,61,False
29,24595,731457,0,1,2681.0,False,357,False
30,24595,24613,3,4,1229.0,False,462,True
31,24596,5677149,-84,1,11.0,False,346,False
32,24596,24611,-76,9,63411.0,False,608,False
33,24596,4932284,-85,0,13433.0,False,29,False
34,24596,24707,-26,59,26385.0,False,2176,True
35,24596,40194,-74,11,8942.0,False,2425,False
36,24596,3394371,-78,7,8639.0,False,1148,False
37,24596,3390351,-84,1,2302.0,False,150,False
38,24596,3350167,-85,0,87.0,False,58,False
39,24596,3345667,-82,3,31.0,False,174,False
40,24596,2393474,-83,2,7540.0,False,54,False
41,24596,2173874,-83,2,1688.0,False,245,False
42,24596,1979389,-82,3,77900.0,False,1080,False
43,24596,1621746,-69,16,52400.0,False,191,False
44,24596,1399740,-82,3,707.0,False,32,False
45,24596,581229,-82,3,58529.0,False,788,False
46,24596,581117,-80,5,1690.0,False,20,False
47,24596,138903,-81,4,,False,37,False
48,24596,64232,-85,0,6520.0,False,189,False
49,24596,55818,-85,0,13650.0,False,39,False
50,24596,26920,-60,25,899.0,False,386,False
51,24596,26071,-68,17,77817.0,False,481,False
52,24596,24694,-80,5,421.0,False,419,False
53,24596,24640,-46,39,21097.0,False,274,False
54,24596,24625,-82,3,,False,220,False
55,24599,24603,4,2,78698.0,False,483,True
56,24599,24602,2,0,6380.0,False,260,False
57,22552,22574,-1,1,134360.0,True,367,False
58,22552,22580,-2,0,10583.0,False,226,False
59,22552,22589,1,3,2800.0,False,511,False
60,22552,22582,-1,1,8897.0,False,229,False
61,22552,22572,3,5,480242.0,False,34,True
62,24610,24660,-9,3,8474.0,False,175,False
63,24610,24658,-6,6,17951.0,False,194,True
64,22566,67091406,-37,0,27648.0,False,211,False
65,22566,42334054,-37,0,73.0,False,265,False
66,22566,38016,-32,5,6364.0,False,99,False
67,22566,22762,-29,8,14883.0,False,112,False
68,22566,22573,18,55,7014.0,False,992,True
69,22566,24436,-36,1,151.0,False,102,False
70,22566,22915,-24,13,34792.0,False,43,False
71,22566,22678,-36,1,646.0,False,110,False
72,22566,22663,-30,7,8897.0,False,65,False
73,22570,23856,-29,1,81458.0,False,572,False
74,22570,22802,-28,2,81458.0,False,1054,False
75,22570,22670,-30,0,2736.0,False,213,False
76,22570,22662,-30,0,27397.0,False,82,False
77,22570,22656,-29,1,8181.0,False,733,False
78,22570,22655,-26,4,124555.0,False,199,False
79,22570,22640,-9,21,81458.0,False,604,False
80,22570,22600,-28,2,17348.0,False,56,False
81,22570,22592,42,72,,False,28,True
82,22570,22579,-24,6,9278.0,False,1,False
83,24622,66774,-14,5,3918.0,False,271,False
84,24622,24695,-19,0,14883.0,False,456,False
85,24622,24631,-3,16,21522.0,False,550,True
86,24622,3619057,-16,3,13848.0,False,325,False
87,24622,803335,-18,1,614.0,False,234,False
88,24622,25107,-12,7,505.0,False,234,False
89,24622,25100,-18,1,165027.0,False,148,False
90,22577,13023680,4,1,437.0,False,255,False
91,22577,23948,6,3,,False,177,False
92,22577,23943,3,0,59862.0,False,137,False
93,22577,22637,3,0,14611.0,False,98,True
94,24626,61916734,-174,1,21.0,False,980,False
95,24626,56767315,-172,3,7650.0,False,156,False
96,24626,12673174,-118,57,2338.0,False,406,False
97,24626,52741488,-174,1,10753.0,False,1275,False
98,24626,8694874,-87,88,76689.0,False,2180,False
99,24626,51695321,-175,0,304.0,False,849,False
100,24626,48746900,-175,0,489.0,False,591,False
101,24626,24684,-173,2,12109.0,False,414,False
102,24626,40830038,-175,0,1111.0,False,390,False
103,24626,38093304,-171,4,571.0,False,894,False
104,24626,38073925,-174,1,7405.0,False,426,False
105,24626,18142236,-173,2,21.0,False,549,False
106,24626,29735231,-175,0,1016.0,False,631,False
107,24626,24748,-17,158,16835.0,False,1062,True
108,24626,16506317,-172,3,31.0,False,708,False
109,24626,16112879,-174,1,7.0,False,640,False
110,24626,24637,-172,3,89796.0,False,576,False
111,24626,11877318,-141,34,853.0,False,530,False
112,24626,7093101,-173,2,21.0,False,370,False
113,24626,1720959,-174,1,19.0,False,257,False
114,24626,24728,-174,1,10559.0,False,798,False
115,24626,24636,-169,6,1615.0,False,729,False
116,22590,22653,-3,1,24453.0,False,791,True
117,22590,22641,-4,0,26385.0,True,290,False
118,22590,22596,-4,0,53242.0,False,296,False
119,22590,22593,-3,1,1873.0,False,162,False
120,24642,24666,-16,3,28156.0,False,296,False
121,24642,8734923,-16,3,18208.0,False,149,False
122,24642,4505819,-18,1,21411.0,False,139,False
123,24642,2718638,-19,0,3675.0,False,185,False
124,24642,322831,-19,0,639.0,False,420,False
125,24642,24749,-17,2,10583.0,False,412,False
126,24642,24701,-11,8,42831.0,False,392,True
127,24642,24690,-12,7,42831.0,False,829,False
128,24642,24669,-19,0,693.0,False,149,False
129,24642,24653,-19,0,1615.0,False,96,False
130,24644,24781,-7,0,81458.0,False,652,False
131,24644,24664,-7,0,8474.0,False,306,False
132,24644,24671,-2,5,10349.0,False,361,True
133,22598,24763,-2,0,351.0,False,62,False
134,22598,22635,-1,1,4487.0,False,347,False
135,22598,22627,0,2,36.0,False,288,True
136,22598,22614,-2,0,14385.0,False,370,False
137,22598,22605,-2,0,5113.0,False,54,False
138,24648,25105,-16,4,42804.0,False,842,False
139,24648,9113164,-19,1,26250.0,False,241,False
140,24648,2722781,-17,3,14512.0,False,1230,False
141,24648,221799,-19,1,31437.0,False,259,False
142,24648,25702,-19,1,265958.0,False,211,False
143,24648,25082,-20,0,1.0,False,351,False
144,24648,24803,-19,1,20111.0,False,551,False
145,24648,24794,-20,0,1416.0,False,383,False
146,24648,24732,-14,6,10321.0,False,836,False
147,24648,24682,-8,12,42831.0,False,670,True
148,24648,24668,-13,7,71.0,False,331,False
149,24648,24667,-15,5,8474.0,False,252,False
150,22607,16071741,-3,7,211.0,False,577,False
151,22607,9916901,-6,4,41.0,False,68,False
152,22607,22666,2,12,14231.0,False,144,True
153,22607,22654,-8,2,26385.0,False,712,False
154,22607,22646,-9,1,33825.0,False,364,False
155,22607,22609,-8,2,24453.0,False,242,False
156,22617,65057124,-115,0,21.0,False,33,False
157,22617,57165617,-114,1,170.0,False,78,False
158,22617,22624,29,144,480242.0,False,313,True
159,22617,41352627,-106,9,38834.0,False,327,False
160,22617,2550630,-18,97,8850.0,False,558,False
161,22617,22630,-112,3,44788.0,False,147,False
162,22617,26250207,-114,1,366.0,False,56,False
163,22617,3336493,-115,0,246.0,False,218,False
164,22617,24962,-115,0,32164.0,False,212,False
165,22623,22628,-23,271,71047.0,False,539,True
166,22623,11284872,-265,29,4343.0,False,1215,False
167,22623,40586475,-282,12,331.0,False,851,False
168,22623,22650,-291,3,2201.0,False,56,False
169,22623,3179808,-284,10,2841.0,False,371,False
170,22623,9186501,-286,8,1191.0,False,591,False
171,22623,5653239,-294,0,7308.0,False,349,False
172,22623,22673,-291,3,1192.0,False,97,False
173,22623,22649,-191,103,1833.0,False,105,False
174,22623,22648,-281,13,44788.0,False,406,False
175,22623,22639,-273,21,13054.0,False,142,False
176,24675,31191,-243,6,,False,813,False
177,24675,3137260,-247,2,31.0,False,1131,False
178,24675,2524840,-247,2,45442.0,False,1815,False
179,24675,2181013,-248,1,8315.0,False,452,False
180,24675,752659,-248,1,,False,414,False
181,24675,459826,-185,64,2759.0,False,3275,False
182,24675,294239,-247,2,10460.0,False,429,False
183,24675,248825,-248,1,28173.0,False,996,False
184,24675,148194,-226,23,572.0,False,2415,False
185,24675,36558,-248,1,18871.0,False,181,False
186,24675,27641,-243,6,11551.0,False,1021,False
187,24675,26352,-246,3,21550.0,False,671,False
188,24675,25079,-244,5,165027.0,False,343,False
189,24675,25078,-248,1,42948.0,True,175,False
190,24675,25072,-209,40,35346.0,False,2821,False
191,24675,25070,-245,4,14883.0,False,2028,False
192,24675,25056,-247,2,3528.0,False,661,False
193,24675,25011,-248,1,42948.0,True,864,False
194,24675,24689,-158,91,14883.0,False,2544,True
195,24675,24686,-243,6,7106.0,False,651,False
196,24675,24685,-206,43,36971.0,False,1175,False
197,24675,24681,-240,9,1780.0,False,987,False
198,24675,24679,-240,9,3412.0,False,570,False
199,24678,3158679,-78,55,18234.0,False,652,False
200,24678,7028573,-120,13,475.0,False,53,False
201,24678,3158773,-130,3,1791.0,False,148,False
202,24678,203872,-127,6,17233.0,False,176,False
203,24678,155494,-129,4,1776.0,False,849,False
204,24678,27430,-133,0,9619.0,False,361,False
205,24678,25124,-119,14,612.0,False,662,True
206,24678,24683,-132,1,28156.0,False,62,False
207,24680,25101,-15,5,11532.0,False,407,False
208,24680,1530193,-15,5,20570.0,False,631,False
209,24680,25035,-19,1,132733.0,False,622,False
210,24680,24762,-8,12,14219.0,False,624,False
211,24680,24737,-19,1,36869.0,False,567,False
212,24680,24704,-4,16,7419.0,False,867,True
213,24680,24691,-17,3,8474.0,False,246,False
214,24708,24746,-2,3,14611.0,False,55,True
215,24708,24766,-4,1,16869.0,True,131,False
216,24708,24750,-4,1,16869.0,True,474,False
217,24715,24754,1,4,36869.0,False,492,True
218,24715,24758,1,4,22870.0,False,515,False
219,24715,24761,-3,0,9278.0,False,62,False
220,24715,24759,-3,0,15905.0,False,354,False
221,24715,24745,-3,0,10321.0,False,250,False
222,24715,24720,-5,-2,156686.0,False,159,False
223,22674,22731,9,20,6613.0,False,1600,True
224,22674,22761,-11,0,12807.0,False,363,False
225,22674,22690,-10,1,14611.0,False,994,False
226,22674,22684,-6,5,65491.0,False,657,False
227,24723,63775847,-25,0,5410.0,False,127,False
228,24723,53899242,-23,2,851.0,False,875,False
229,24723,25745835,-25,0,5300.0,False,266,False
230,24723,24094764,-18,7,71.0,False,211,False
231,24723,937158,-22,3,,False,124,False
232,24723,538379,-25,0,24396.0,False,555,False
233,24723,535022,49,74,14981.0,False,1265,True
234,24723,533695,-21,4,1534.0,False,771,False
235,24723,27705,-25,0,6657.0,False,608,False
236,22676,63876738,-939,-1,157.0,False,311,False
237,22676,29256384,-897,41,921.0,False,18,False
238,22676,22682,-447,491,13310.0,False,174,True
239,22676,31857152,-792,146,10918.0,False,184,False
240,22676,10744565,-568,370,42446.0,False,492,False
241,22676,60555820,-938,0,1230.0,False,558,False
242,22676,60371032,-937,1,74478.0,False,53,False
243,22676,42764549,-937,1,694.0,False,633,False
244,22676,22776,215,1153,22941.0,False,84,False
245,22676,51738373,-935,3,1923.0,False,39,False
246,22676,52077420,-934,4,1331.0,False,508,False
247,22676,53153505,-905,33,683.0,False,1,False
248,22676,48691447,-924,14,2108.0,False,196,False
249,22676,44693533,-917,21,3270.0,False,49,False
250,22676,47098069,-934,4,11047.0,False,501,False
251,22676,16518224,-916,22,340.0,False,56,False
252,22676,19352848,-936,2,394.0,False,279,False
253,22676,43958201,-935,3,13278.0,False,162,False
254,22676,39573536,-921,17,1535.0,False,233,False
255,22676,22721,-777,161,11407.0,False,120,False
256,22676,33816517,-930,8,7721.0,False,279,False
257,22676,21363808,-931,7,349.0,False,61,False
258,22676,20218209,-935,3,2248.0,False,21,False
259,22676,19011916,-920,18,17291.0,False,113,False
260,22676,22723,-924,14,27792.0,False,333,False
261,24730,887833,-3,0,10767.0,False,430,False
262,24730,54809,-3,0,23427.0,False,119,False
263,24730,24744,1,4,17951.0,False,343,True
264,24731,24757,5,10,480252.0,False,625,False
265,24731,24743,1,6,16736.0,False,398,True
266,24731,24733,-3,2,61166.0,False,249,False
267,24734,24755,-7,9,61166.0,False,274,True
268,24734,24753,-16,0,2061.0,True,201,False
269,24734,24740,-10,6,10746.0,False,148,False
270,24734,24738,-14,2,61166.0,False,206,False
271,22687,224266,-1,0,,False,570,False
272,22687,23006,1,2,9063.0,True,579,False
273,22687,22932,-1,0,1065.0,False,231,False
274,22687,22831,1,2,8115.0,False,289,False
275,22687,22746,-2,-1,630.0,False,82,False
276,22687,22702,-1,0,134360.0,False,136,True
277,22687,22700,8,9,26385.0,False,486,False
278,22687,22692,1,2,65491.0,False,100,False
279,22687,22688,-1,0,14313.0,False,56,False
280,22694,250676,-2,2,,False,850,True
281,22694,22751,-4,0,12807.0,False,443,False
282,22694,22716,-4,0,13054.0,True,514,False
283,22694,22714,-3,1,10746.0,False,610,False
284,22694,22705,-4,0,2736.0,False,267,False
285,22697,6393609,-334,13,1630.0,False,1358,False
286,22697,23048,-32,315,5464.0,False,619,True
287,22697,93675,-326,21,3170.0,False,390,False
288,22697,1024869,-301,46,15221.0,False,304,False
289,22697,489089,-343,4,33569.0,False,936,False
290,22697,92998,-332,15,1950.0,False,298,False
291,22697,382692,-341,6,8737.0,False,237,False
292,22697,2032739,-339,8,89.0,False,293,False
293,22697,28015,-344,3,48860.0,True,314,False
294,22697,508379,-345,2,3384.0,False,306,False
295,22697,488978,-263,84,2675.0,False,563,False
296,22697,37028,-342,5,2732.0,False,103,False
297,22697,27786,-346,1,1075.0,False,189,False
298,22697,23295,-336,11,17111.0,False,249,False
299,22704,22737,0,2,1858.0,False,793,False
300,22704,22821,0,2,22414.0,False,388,False
301,22704,22784,-1,1,62792.0,False,1145,False
302,22704,22741,-1,1,9538.0,False,798,False
303,22704,22739,-1,1,630.0,False,161,False
304,22704,22722,4,6,4487.0,False,407,True
305,22708,13413291,-28,3,31.0,False,425,False
306,22708,16959692,-29,2,1428.0,False,397,False
307,22708,2292997,-30,1,22957.0,False,48,False
308,22708,4532562,-5,26,4789.0,False,192,False
309,22708,13882315,-28,3,39.0,False,201,False
310,22708,10017783,-29,2,101.0,False,73,False
311,22708,12614842,-31,0,983.0,False,169,False
312,22708,22738,-26,5,8605.0,False,147,False
313,22708,3550070,-28,3,59.0,False,220,False
314,22708,4695873,-24,7,91.0,False,115,False
315,22708,515791,-30,1,17635.0,False,108,False
316,22708,1258483,-34,-3,,False,19,False
317,22708,50472,-31,0,12071.0,False,283,False
318,22708,39952,-31,0,31052.0,False,112,False
319,22708,37002,-30,1,8502.0,False,32,False
320,22708,23781,-20,11,12109.0,False,316,False
321,22708,22959,-31,0,8605.0,False,349,False
322,22708,22766,-30,1,22941.0,False,30,False
323,22708,22719,-32,-1,10805.0,True,70,False
324,22708,22715,10,41,12458.0,False,56,True
325,22720,21961672,-4,0,288857.0,False,287,False
326,22720,147160,-6,-2,20443.0,False,187,False
327,22720,22803,-3,1,59862.0,False,186,True
328,24772,4993995,-115,30,12509.0,False,669,False
329,24772,24774,-140,5,11129.0,False,257,False
330,24772,4316303,-143,2,21.0,False,118,False
331,24772,333187,-135,10,9563.0,False,307,False
332,24772,24783,-48,97,28156.0,False,524,True
333,24772,24779,-125,20,29001.0,False,134,False
334,22732,22770,17,52,35069.0,False,70,True
335,22732,40890,-29,6,12123.0,False,152,False
336,22732,22946,-32,3,10249.0,False,234,False
337,65411291,67239350,0,0,11.0,False,79,False
338,65411291,65417387,2,2,551.0,False,403,True
339,24797,55822437,-30,0,1.0,False,1,False
340,24797,16994483,-22,8,101.0,False,492,False
341,24797,41905349,-30,0,15866.0,False,329,False
342,24797,38960682,-30,0,1.0,False,310,False
343,24797,36869547,-30,0,2863.0,False,465,False
344,24797,17820648,-23,7,87.0,False,107,False
345,24797,22842711,-30,0,3794.0,False,133,False
346,24797,4035662,-25,5,51.0,False,385,False
347,24797,838184,-15,15,2172.0,False,327,False
348,24797,25328,-25,5,61166.0,False,421,False
349,24797,25073,-1,29,35398.0,False,330,True
350,24797,25032,-30,0,81458.0,False,215,False
351,22764,4452015,-4,1,180.0,False,282,False
352,22764,1434830,-5,0,59862.0,True,326,True
353,22764,25610,-4,1,10746.0,False,105,False
354,22764,25592,-2,3,113281.0,False,381,False
355,22764,23945,-3,2,113281.0,False,215,False
356,24812,359074,-23,0,12089.0,False,306,False
357,24812,163578,-21,2,382.0,False,120,False
358,24812,67578,-17,6,1893.0,False,675,False
359,24812,36298,-20,3,1352.0,False,47,False
360,24812,35581,-19,4,64677.0,False,329,False
361,24812,35577,-23,0,67678.0,False,128,False
362,24812,24971,-21,2,36048.0,False,398,False
363,24812,24964,-21,2,42169.0,False,1069,False
364,24812,24940,-20,3,17306.0,False,379,False
365,24812,24927,-17,6,3528.0,False,339,True
366,24812,24926,-21,2,1255.0,False,66,False
367,24812,24875,-10,13,24245.0,False,175,False
368,24812,24815,-22,1,3915.0,False,152,False
369,22779,378285,-1,2,728.0,False,177,False
370,22779,239500,-3,0,,False,213,False
371,22779,22854,-2,1,145496.0,False,436,False
372,22779,22800,2,5,14611.0,False,993,True
373,22779,22790,3,6,35398.0,False,122,False
374,22792,9472118,-42,0,320.0,False,208,False
375,22792,4312536,-41,1,1315.0,False,240,False
376,22792,4120516,-41,1,2659.0,False,561,False
377,22792,374415,-39,3,16270.0,False,112,False
378,22792,1632426,-38,4,521.0,False,166,False
379,22792,1079746,-42,0,,False,578,False
380,22792,546633,-26,16,,False,160,True
381,22792,284754,-36,6,122254.0,False,666,False
382,22792,284627,-30,12,4648.0,False,140,False
383,22792,24482,-42,0,59177.0,True,350,False
384,22792,22899,-42,0,5224.0,False,312,False
385,22792,22833,-37,5,81458.0,False,99,False
386,22798,4788050,-2,2,494.0,False,161,True
387,22798,78288,-4,0,,False,420,False
388,22798,47151,-2,2,2706.0,False,518,False
389,22801,22813,-6,0,73899.0,False,111,False
390,22801,23835,4,10,75355.0,False,926,True
391,22801,23750,-6,0,6784.0,False,585,False
392,22801,23739,-6,0,156686.0,False,302,False
393,22801,23024,-5,1,480242.0,False,538,False
394,22801,22844,-6,0,5151.0,False,647,False
395,22801,22838,-5,1,240.0,False,15,False
396,22801,22832,-5,1,7014.0,False,268,False
397,22801,22811,-6,0,20843.0,False,741,False
398,22801,22810,-6,0,11570.0,False,363,False
399,22801,22806,-6,0,107303.0,False,360,False
400,22814,63395981,-59,1,256.0,False,121,False
401,22814,4920826,-21,39,2014.0,False,220,False
402,22814,24792458,-55,5,52071.0,False,284,False
403,22814,17371001,-57,3,41.0,False,101,False
404,22814,15325771,-59,1,6062.0,False,125,False
405,22814,15325686,-56,4,6062.0,False,746,False
406,22814,10605023,-46,14,2826.0,False,203,False
407,22814,22922,-60,0,166977.0,False,157,False
408,22814,22845,-58,2,52234.0,False,208,False
409,22814,22842,-53,7,6644.0,False,169,False
410,22814,22819,-22,38,71047.0,False,108,True
411,22816,32049679,-16,1,6097.0,False,1037,False
412,22816,3206363,-16,1,2160.0,False,106,False
413,22816,8771380,-12,5,23746.0,False,100,False
414,22816,9120988,-15,2,851.0,False,364,False
415,22816,2102528,-15,2,11760.0,False,499,False
416,22816,2102436,-9,8,81.0,False,230,False
417,22816,48724,-17,0,24145.0,False,193,False
418,22816,45872,-16,1,510.0,False,167,False
419,22816,43112,-6,11,6081.0,False,1087,True
420,22816,25920,-17,0,9619.0,False,460,False
421,22816,22830,-17,0,8092.0,False,115,False
422,22836,22896,77,263,14231.0,False,324,True
